annee,topic,mot,poids
2015.0,0,energy,0.045314662
2015.0,0,climate,0.012506921
2015.0,0,sustainable,0.010634138
2015.0,0,environment,0.008859947
2015.0,0,security,0.0074374294
2015.0,0,europe,0.007152472
2015.0,0,emissions,0.0069762757
2015.0,0,development,0.006882384
2015.0,0,policy,0.006280939
2015.0,0,important,0.005814697
2015.0,1,energy,0.00897035
2015.0,1,sustainable,0.005852611
2015.0,1,development,0.0033827615
2015.0,1,report,0.0033754169
2015.0,1,climate,0.0033139864
2015.0,1,environment,0.0032141677
2015.0,1,favour,0.0029718864
2015.0,1,emissions,0.0027569705
2015.0,1,policy,0.0025765325
2015.0,1,environmental,0.002446399
2015.0,2,energy,0.019593935
2015.0,2,environment,0.01353669
2015.0,2,sustainable,0.011515567
2015.0,2,climate,0.009105942
2015.0,2,emissions,0.007385818
2015.0,2,report,0.007137714
2015.0,2,environmental,0.007123342
2015.0,2,policy,0.0066555147
2015.0,2,development,0.0059842346
2015.0,2,protection,0.005667178
2015.0,3,energy,0.01999101
2015.0,3,sustainable,0.014462107
2015.0,3,environment,0.009841122
2015.0,3,development,0.008197949
2015.0,3,climate,0.007577593
2015.0,3,report,0.0072482983
2015.0,3,emissions,0.0065556257
2015.0,3,environmental,0.0063287835
2015.0,3,economic,0.005961089
2015.0,3,change,0.0054156473
2015.0,4,energy,0.020202328
2015.0,4,environment,0.010892607
2015.0,4,report,0.010304759
2015.0,4,emissions,0.008851848
2015.0,4,sustainable,0.008850638
2015.0,4,environmental,0.008477085
2015.0,4,climate,0.0068991096
2015.0,4,states,0.0057602166
2015.0,4,voted,0.0053469394
2015.0,4,development,0.0052242256
2015.0,5,energy,0.027309978
2015.0,5,sustainable,0.012330956
2015.0,5,climate,0.009639293
2015.0,5,report,0.008609156
2015.0,5,environment,0.008084277
2015.0,5,emissions,0.0073063034
2015.0,5,environmental,0.0059751133
2015.0,5,voted,0.005936837
2015.0,5,change,0.0054389588
2015.0,5,member,0.005373736
