annee,topic,mot,poids
2018.0,0,energy,0.024930298
2018.0,0,climate,0.01138786
2018.0,0,environment,0.00851062
2018.0,0,change,0.007628641
2018.0,0,development,0.0050675566
2018.0,0,sustainable,0.0048922882
2018.0,0,member,0.004756611
2018.0,0,states,0.004680306
2018.0,0,emissions,0.004500135
2018.0,0,president,0.004458232
2018.0,1,energy,0.018385142
2018.0,1,climate,0.017791016
2018.0,1,environment,0.011364195
2018.0,1,sustainable,0.010879461
2018.0,1,change,0.00844084
2018.0,1,environmental,0.0076261465
2018.0,1,emissions,0.0070399498
2018.0,1,waste,0.0060375673
2018.0,1,development,0.0059803785
2018.0,1,europe,0.005210871
2018.0,2,energy,0.017386137
2018.0,2,environment,0.014234034
2018.0,2,climate,0.010900669
2018.0,2,protection,0.008826614
2018.0,2,president,0.008138746
2018.0,2,environmental,0.0073052696
2018.0,2,sustainable,0.007153482
2018.0,2,change,0.0068821018
2018.0,2,waste,0.0061829165
2018.0,2,directive,0.005292391
2018.0,3,energy,0.018852513
2018.0,3,climate,0.012027476
2018.0,3,committee,0.00936957
2018.0,3,report,0.00912604
2018.0,3,year,0.0075498964
2018.0,3,budget,0.0073228423
2018.0,3,behalf,0.0071076313
2018.0,3,emissions,0.0069379793
2018.0,3,financial,0.006601935
2018.0,3,respect,0.0065759574
2018.0,4,energy,0.0013317348
2018.0,4,climate,0.0012176675
2018.0,4,environment,0.0007446476
2018.0,4,sustainable,0.0007343687
2018.0,4,change,0.00073080655
2018.0,4,emissions,0.0005892522
2018.0,4,waste,0.0005574088
2018.0,4,environmental,0.00054757344
2018.0,4,europe,0.00048238866
2018.0,4,important,0.00043963775
2018.0,5,climate,0.0016679118
2018.0,5,energy,0.0013326558
2018.0,5,environment,0.0009832124
2018.0,5,sustainable,0.00085175957
2018.0,5,emissions,0.00080494443
2018.0,5,change,0.00074425736
2018.0,5,environmental,0.00066327513
2018.0,5,waste,0.0005759202
2018.0,5,europe,0.0005567684
2018.0,5,policy,0.00047626576
