annee,topic,mot,poids
2019.0,0,climate,0.0032717523
2019.0,0,change,0.0015223796
2019.0,0,sustainable,0.0012289467
2019.0,0,energy,0.0010872375
2019.0,0,environment,0.00084743346
2019.0,0,mains,0.00070574164
2019.0,0,pollinate,0.0007042561
2019.0,0,shake,0.0007042098
2019.0,0,innovatively,0.0007040805
2019.0,0,influx,0.00070379704
2019.0,1,climate,0.0025796918
2019.0,1,sustainable,0.0013716996
2019.0,1,change,0.001030725
2019.0,1,europe,0.000997507
2019.0,1,energy,0.0009192513
2019.0,1,environment,0.0009082414
2019.0,1,environmental,0.00085895334
2019.0,1,president,0.00065525825
2019.0,1,emissions,0.0006026937
2019.0,1,need,0.00054796366
2019.0,2,climate,0.002343997
2019.0,2,energy,0.0011639867
2019.0,2,sustainable,0.001161944
2019.0,2,change,0.0011151858
2019.0,2,environment,0.00106482
2019.0,2,environmental,0.0009863485
2019.0,2,president,0.0007597089
2019.0,2,europe,0.0006798293
2019.0,2,need,0.0006396424
2019.0,2,development,0.0006365022
2019.0,3,climate,0.033267472
2019.0,3,change,0.013251104
2019.0,3,sustainable,0.013158807
2019.0,3,energy,0.010666284
2019.0,3,environmental,0.007688868
2019.0,3,environment,0.0076270048
2019.0,3,europe,0.006658837
2019.0,3,need,0.0058693513
2019.0,3,president,0.005492658
2019.0,3,development,0.0053533185
2019.0,4,climate,0.019576102
2019.0,4,environment,0.013836216
2019.0,4,change,0.010181852
2019.0,4,sustainable,0.009551304
2019.0,4,energy,0.009240831
2019.0,4,environmental,0.006545756
2019.0,4,president,0.0063376557
2019.0,4,europe,0.005710193
2019.0,4,development,0.0052330475
2019.0,4,policy,0.0052153603
2019.0,5,climate,0.0026420404
2019.0,5,energy,0.0010926906
2019.0,5,change,0.00092884677
2019.0,5,environment,0.0008437621
2019.0,5,environmental,0.0008155063
2019.0,5,europe,0.00075218367
2019.0,5,sustainable,0.00064881606
2019.0,5,president,0.00061194
2019.0,5,policy,0.00051241956
2019.0,5,emissions,0.0005073569
