annee,topic,mot,poids
2017.0,0,sustainable,0.013659673
2017.0,0,energy,0.011528714
2017.0,0,climate,0.009963094
2017.0,0,development,0.008533585
2017.0,0,environmental,0.0072249672
2017.0,0,change,0.0068460316
2017.0,0,environment,0.006346539
2017.0,0,president,0.0060876557
2017.0,0,emissions,0.005560551
2017.0,0,waste,0.005549423
2017.0,1,energy,0.002048616
2017.0,1,sustainable,0.0014429903
2017.0,1,climate,0.0012047375
2017.0,1,environment,0.0010275276
2017.0,1,waste,0.000959988
2017.0,1,change,0.00091663224
2017.0,1,environmental,0.00079731236
2017.0,1,development,0.0007702
2017.0,1,emissions,0.0006873634
2017.0,1,europe,0.0006114597
2017.0,2,energy,0.0019977686
2017.0,2,sustainable,0.0018405723
2017.0,2,climate,0.0016073446
2017.0,2,change,0.0012073935
2017.0,2,environmental,0.001194004
2017.0,2,waste,0.0011505518
2017.0,2,development,0.0010900708
2017.0,2,environment,0.0010249992
2017.0,2,europe,0.0008783945
2017.0,2,emissions,0.0008318193
2017.0,3,climate,0.00097555306
2017.0,3,energy,0.00089833664
2017.0,3,environmental,0.0006998023
2017.0,3,environment,0.0006927438
2017.0,3,emissions,0.00066370337
2017.0,3,development,0.000647795
2017.0,3,change,0.0005461372
2017.0,3,sustainable,0.00049917813
2017.0,3,president,0.0004781886
2017.0,3,need,0.00040118655
2017.0,4,energy,0.017064322
2017.0,4,climate,0.011792763
2017.0,4,environment,0.011084588
2017.0,4,sustainable,0.0096592605
2017.0,4,environmental,0.0091208415
2017.0,4,change,0.008665611
2017.0,4,waste,0.006625034
2017.0,4,emissions,0.0062674126
2017.0,4,need,0.005514313
2017.0,4,development,0.005165373
2017.0,5,energy,0.018115446
2017.0,5,climate,0.0142160095
2017.0,5,sustainable,0.012611494
2017.0,5,environment,0.010932238
2017.0,5,environmental,0.00808953
2017.0,5,development,0.0074474886
2017.0,5,emissions,0.007267791
2017.0,5,waste,0.0070381113
2017.0,5,change,0.00662788
2017.0,5,president,0.0053425566
