annee,topic,mot,poids
2023.0,0,energy,0.031156909
2023.0,0,climate,0.017784923
2023.0,0,sustainable,0.0079271
2023.0,0,emissions,0.007212645
2023.0,0,environment,0.0071666637
2023.0,0,environmental,0.006620186
2023.0,0,europe,0.0057564266
2023.0,0,change,0.0056388085
2023.0,0,need,0.00563451
2023.0,0,president,0.0053169797
2023.0,1,energy,0.022027077
2023.0,1,climate,0.01636349
2023.0,1,carbon,0.008136393
2023.0,1,sustainable,0.008072904
2023.0,1,waste,0.008015308
2023.0,1,emissions,0.007995523
2023.0,1,environment,0.007414333
2023.0,1,president,0.0068681245
2023.0,1,environmental,0.005960667
2023.0,1,need,0.0058549605
2023.0,2,energy,0.0011347417
2023.0,2,climate,0.00093409326
2023.0,2,sustainable,0.0004654657
2023.0,2,environment,0.0004368236
2023.0,2,need,0.00043374323
2023.0,2,change,0.00040659076
2023.0,2,waste,0.00040303395
2023.0,2,emissions,0.0003810925
2023.0,2,europe,0.00037801944
2023.0,2,president,0.0003713425
2023.0,3,energy,0.024136662
2023.0,3,symptom,0.017308446
2023.0,3,climate,0.011608305
2023.0,3,environment,0.008184918
2023.0,3,environmental,0.0063772695
2023.0,3,ukraine,0.0048845494
2023.0,3,crisis,0.0041523804
2023.0,3,damage,0.0041503226
2023.0,3,europe,0.0034859083
2023.0,3,russia,0.0033263478
2023.0,4,energy,0.0028380502
2023.0,4,climate,0.0018551999
2023.0,4,environment,0.00082918897
2023.0,4,sustainable,0.0007884727
2023.0,4,emissions,0.00076646724
2023.0,4,europe,0.00073161355
2023.0,4,change,0.00063251477
2023.0,4,waste,0.00062437437
2023.0,4,need,0.00061438256
2023.0,4,president,0.0006061865
2023.0,5,climate,0.02869748
2023.0,5,energy,0.022146886
2023.0,5,sustainable,0.008337534
2023.0,5,environment,0.008200081
2023.0,5,change,0.007505817
2023.0,5,need,0.006547985
2023.0,5,emissions,0.006387447
2023.0,5,europe,0.0055679893
2023.0,5,environmental,0.0054580704
2023.0,5,waste,0.004931685
